name,serving_size,serving_unit,protein_g,fat_g,carbs_g,calories,category
Tomatoes Red Ripe Canned Stewed,100.0,g,0.9,0.2,6.2,26.0,Vegetables
Tomatoes Red Ripe Canned With Green Chilies,100.0,g,0.7,0.1,3.6,15.0,Vegetables
Tomatoes Red Ripe Cooked With Salt,100.0,g,0.9,0.1,4.0,18.0,Vegetables
Tomatoes Sun-Dried Packed In Oil Drained,100.0,g,5.1,14.1,23.3,213.0,Vegetables
"Tomatoes, canned, red, ripe, diced",1.0,cup,2.1,1.2,8.1,44.1,Vegetables and Vegetable Products
"Tomatoes, crushed, canned",100.0,g,1.4,0.4,7.1,,Vegetables and Vegetable Products
"Tomatoes, grape, raw",5.0,tomatoes,0.4,0.3,2.7,13.4,Vegetables and Vegetable Products
"Tomatoes, whole, canned, solids and liquids, with salt added",100.0,g,0.9,0.2,4.3,,Vegetables and Vegetable Products
Tomatoseed Oil,100.0,g,0.0,100.0,0.0,884.0,Fats and Oils
Tongue Cooked,100.0,g,19.1,22.1,0.0,282.0,Meats
Tongue Pot Roast Puerto Rican Style,100.0,g,21.0,25.0,0.3,317.0,Meats
Tongue Smoked Cured Or Pickled Cooked,100.0,g,18.8,21.7,0.0,277.0,Meats
Tonic Water,100.0,g,0.0,0.0,8.8,34.0,Beverages
Tootsie Roll Chocolate-Flavor Roll,100.0,g,1.6,3.3,87.7,387.0,Sweets
Top Blade Chuck Steak,100.0,g,28.1,9.2,0.0,196.0,Meats
Topping Chocolate Flavored Hazelnut Spread,100.0,g,5.4,29.7,62.2,541.0,Sweets
Topping Dietetic,100.0,g,0.8,0.0,12.1,52.0,Sweets
Topping From Cheese Pizza,100.0,g,16.9,14.3,8.0,228.0,Baked Foods
Topping From Meat And Vegetable Pizza,100.0,g,17.8,22.1,8.5,305.0,Baked Foods
Topping From Meat Pizza,100.0,g,19.5,24.6,6.5,328.0,Baked Foods
Topping From Vegetable Pizza,100.0,g,15.6,15.3,12.6,246.0,Baked Foods
Topping Milk Chocolate With Cereal,100.0,g,5.3,50.6,41.8,623.0,Sweets
Topping Smuckers Magic Shell,100.0,g,2.9,44.1,50.1,609.0,Sweets
Toppings Butterscotch Or Caramel,100.0,g,1.2,0.0,57.0,216.0,Sweets
Toppings Marshmallow Cream,100.0,g,0.8,0.3,79.0,322.0,Sweets
Toppings Nuts In Syrup,100.0,g,4.5,22.0,58.1,448.0,Sweets
Toppings Pineapple,100.0,g,0.1,0.1,66.4,253.0,Sweets
Toppings Strawberry,100.0,g,0.2,0.1,66.3,254.0,Sweets
Tortellini Cheese-Filled Meatless With Tomato Sauce,100.0,g,6.2,3.7,22.7,149.0,Prepared Meals
Tortellini Cheese-Filled Meatless With Tomato Sauce Canned,100.0,g,3.5,1.5,15.8,91.0,Prepared Meals
Tortellini Cheese-Filled Meatless With Vegetables And Vinaigrette Dressing,100.0,g,6.6,15.0,15.1,222.0,Prepared Meals
Tortellini Cheese-Filled Meatless With Vinaigrette Dressing,100.0,g,7.0,10.8,17.6,197.0,Prepared Meals
Tortellini Cheese-Filled No Sauce,100.0,g,10.4,5.6,36.1,236.0,Prepared Meals
Tortellini Cheese-Filled With Cream Sauce,100.0,g,6.4,7.4,15.6,156.0,Prepared Meals
Tortellini Meat-Filled No Sauce,100.0,g,12.0,7.5,17.9,191.0,Prepared Meals
Tortellini Meat-Filled With Tomato Sauce,100.0,g,6.4,5.0,15.9,134.0,Prepared Meals
Tortellini Meat-Filled With Tomato Sauce Canned,100.0,g,3.5,1.9,15.3,91.0,Prepared Meals
Tortellini Pasta With Cheese Filling Fresh-Refrigerated As Purchased,100.0,g,13.5,7.2,47.0,307.0,Prepared Meals
Tortellini Spinach-Filled No Sauce,100.0,g,8.7,7.1,21.2,187.0,Prepared Meals
Tortellini Spinach-Filled With Tomato Sauce,100.0,g,4.4,4.3,16.2,120.0,Prepared Meals
Tortilla Blue Corn Sakwavikaviki (Hopi),100.0,g,7.8,1.4,58.1,276.0,American Indian
Tortilla Chips Cool Ranch Flavor (Doritos),100.0,g,7.1,20.6,67.4,470.0,Snacks
Tortilla Chips Low Fat Baked Without Fat,100.0,g,11.0,5.7,80.2,448.0,Snacks
Tortilla Chips Popped,100.0,g,10.2,11.2,74.2,438.0,Snacks
Tortilla Chips Reduced Fat Flavored,100.0,g,10.9,5.6,79.1,411.0,Snacks
Tortilla Chips Reduced Fat Plain,100.0,g,10.9,5.6,79.1,411.0,Snacks
Tortilla Chips Reduced Sodium,100.0,g,9.3,19.8,68.1,489.0,Snacks
Tortilla Chips Yellow Plain Salted,100.0,g,6.6,22.3,67.4,497.0,Snacks
Tortilla Includes Plain And From Mutton Sandwich (Navajo),100.0,g,7.3,0.9,49.9,237.0,American Indian
Tortilla Nfs,100.0,g,7.0,5.4,47.0,262.0,Baked Foods
Tortillas Ready-To-Bake Or -Fry Corn,100.0,g,5.7,2.9,44.6,218.0,Baked Foods
Tortillas Ready-To-Bake Or -Fry Corn Without Added Salt,100.0,g,5.7,2.5,46.6,222.0,Baked Foods
Tortillas Ready-To-Bake Or -Fry Flour Refrigerated,100.0,g,8.2,8.0,49.4,306.0,Baked Foods
Tortillas Ready-To-Bake Or -Fry Flour Shelf Stable,100.0,g,8.0,7.6,49.3,297.0,Baked Foods
Tortillas Ready-To-Bake Or -Fry Flour Without Added Calcium,100.0,g,8.7,7.1,55.6,325.0,Baked Foods
Tortillas Ready-To-Bake Or -Fry Whole Wheat,100.0,g,9.8,9.8,45.9,310.0,Baked Foods
Tostada Shells Corn,100.0,g,6.2,23.4,64.4,474.0,Baked Foods
Trail Mix,100.0,g,14.2,31.9,44.9,484.0,Snacks
Trail Mix Nfs,100.0,g,10.8,26.8,51.1,452.0,Nuts and Seeds
Trail Mix With Chocolate,100.0,g,11.6,32.2,48.3,501.0,Nuts and Seeds
Trail Mix With Nuts,100.0,g,20.1,52.8,21.2,600.0,Nuts and Seeds
Trail Mix With Nuts And Fruit,100.0,g,10.8,26.8,51.1,452.0,Nuts and Seeds
Trail Mix With Pretzels Cereal Or Granola,100.0,g,13.1,27.6,50.6,473.0,Nuts and Seeds
Tree Fern Cooked With Salt,100.0,g,0.3,0.1,10.8,40.0,Vegetables
Tree Fern Cooked Without Salt,100.0,g,0.3,0.1,11.0,40.0,Vegetables
Tripe Cooked,100.0,g,12.6,3.9,0.0,89.0,Meats
Triple Cheeseburger 3 Medium Patties With Condiments On Bun From Fast Food / Restaurant,100.0,g,17.5,17.3,14.6,284.0,Fast Foods
Triticale,100.0,g,13.1,2.1,72.1,336.0,Grains and Pasta
Triticale Flour Whole-Grain,100.0,g,13.2,1.8,73.1,338.0,Grains and Pasta
Tropical Fruit Medley Baby Food Strained,100.0,g,0.3,0.1,12.2,51.0,Baby Foods
Tropical Punch Ready-To-Drink,100.0,g,0.0,0.0,2.5,10.0,Beverages
Trout Baked Or Broiled Made With Butter,100.0,g,24.4,10.7,0.1,200.0,Fish
Trout Baked Or Broiled Made With Cooking Spray,100.0,g,25.0,8.2,0.2,181.0,Fish
Trout Baked Or Broiled Made With Margarine,100.0,g,24.4,9.9,0.1,193.0,Fish
Trout Baked Or Broiled Made With Oil,100.0,g,24.4,11.2,0.1,205.0,Fish
Trout Baked Or Broiled Made Without Fat,100.0,g,25.1,7.8,0.1,178.0,Fish
Trout Coated Baked Or Broiled Made With Butter,100.0,g,20.9,11.2,12.5,240.0,Fish
Trout Coated Baked Or Broiled Made With Cooking Spray,100.0,g,21.8,7.1,13.1,210.0,Fish
Trout Coated Baked Or Broiled Made With Margarine,100.0,g,20.9,10.0,12.6,230.0,Fish
Trout Coated Baked Or Broiled Made With Oil,100.0,g,20.9,12.1,12.5,248.0,Fish
Trout Coated Baked Or Broiled Made Without Fat,100.0,g,21.9,6.8,13.1,208.0,Fish
Trout Coated Fried Made With Butter,100.0,g,20.1,14.0,9.9,250.0,Fish
Trout Coated Fried Made With Cooking Spray,100.0,g,23.5,8.4,11.6,223.0,Fish
Trout Coated Fried Made With Margarine,100.0,g,20.0,12.1,9.9,234.0,Fish
Trout Coated Fried Made With Oil,100.0,g,20.0,15.6,9.8,265.0,Fish
Trout Coated Fried Made Without Fat,100.0,g,23.6,8.1,11.6,221.0,Fish
Trout Cooked Ns As To Cooking Method,100.0,g,24.4,11.2,0.1,205.0,Fish
Trout Smoked,100.0,g,35.5,11.0,0.0,251.0,Fish
Trout Steamed Or Poached,100.0,g,25.1,7.8,0.0,177.0,Fish
Truffles,100.0,g,6.8,31.9,49.6,511.0,Sweets
Truffles Prepared-From-Recipe,100.0,g,6.2,33.8,44.9,510.0,Sweets
Tsukemono Japanese Pickles,100.0,g,1.4,0.2,5.4,29.0,Fruits
Tuna And Rice With Mushroom Sauce,100.0,g,4.6,5.2,15.4,127.0,Fish
Tuna Cake Or Patty,100.0,g,15.7,14.9,2.6,206.0,Fish
Tuna Casserole With Vegetables And Mushroom Sauce No Noodles,100.0,g,9.0,5.1,8.4,114.0,Fish
Tuna Fresh Baked Or Broiled Fat Added In Cooking,100.0,g,29.9,4.3,0.1,166.0,Fish
Tuna Fresh Baked Or Broiled Fat Not Added In Cooking,100.0,g,30.7,0.6,0.1,138.0,Fish
Tuna Fresh Coated Baked Or Broiled Fat Added In Cooking,100.0,g,25.1,6.8,12.5,218.0,Fish
Tuna Fresh Coated Baked Or Broiled Fat Not Added,100.0,g,26.2,1.2,13.1,177.0,Fish
Tuna Fresh Coated Fried,100.0,g,23.8,10.8,9.8,237.0,Fish
Tuna Fresh Cooked Ns As To Cooking Method,100.0,g,29.9,4.3,0.1,166.0,Fish
Tuna Fresh Dried,100.0,g,76.2,1.5,0.0,341.0,Fish
Tuna Fresh Smoked,100.0,g,25.5,10.0,0.0,200.0,Fish
Tuna Fresh Steamed Or Poached,100.0,g,30.7,0.6,0.0,137.0,Fish
Tuna Loaf,100.0,g,21.0,11.8,9.3,232.0,Fish
Tuna Melt Sandwich,100.0,g,10.6,13.5,17.1,232.0,Fast Foods
Tuna Noodle Casserole With Cream Or White Sauce,100.0,g,10.2,7.5,15.3,169.0,Fish
Tuna Noodle Casserole With Mushroom Sauce,100.0,g,9.2,5.2,13.9,138.0,Fish
Tuna Noodle Casserole With Vegetables And Mushroom Sauce,100.0,g,8.1,4.5,12.9,123.0,Fish
Tuna Noodle Casserole With Vegetables Cream Or White Sauce,100.0,g,8.9,6.4,14.1,149.0,Fish
Tuna Pot Pie,100.0,g,9.0,13.2,16.3,220.0,Fish
Tuna Salad Made With Any Type Of Fat Free Dressing,100.0,g,9.9,1.2,6.1,73.0,Fish
Tuna Salad Made With Creamy Dressing,100.0,g,10.2,10.3,3.9,148.0,Fish
Tuna Salad Made With Italian Dressing,100.0,g,10.1,5.1,5.2,106.0,Fish
Tuna Salad Made With Light Creamy Dressing,100.0,g,10.1,1.2,7.3,78.0,Fish
Tuna Salad Made With Light Italian Dressing,100.0,g,10.1,2.0,4.8,76.0,Fish
Tuna Salad Made With Light Mayonnaise,100.0,g,10.0,5.4,4.6,106.0,Fish
Tuna Salad Made With Light Mayonnaise-Type Salad Dressing,100.0,g,10.0,5.4,4.6,106.0,Fish
Tuna Salad Made With Mayonnaise,100.0,g,10.3,15.9,2.8,194.0,Fish
Tuna Salad Made With Mayonnaise-Type Salad Dressing,100.0,g,10.2,5.2,5.8,108.0,Fish
Tuna Salad Sandwich,100.0,g,10.2,3.5,22.6,162.0,Fast Foods
Tuna Salad Sandwich With Lettuce,100.0,g,9.7,3.3,21.4,153.0,Fast Foods
Tuna Salad With Cheese,100.0,g,11.5,17.5,2.8,214.0,Fish
Tuna Salad With Egg,100.0,g,10.5,15.4,2.6,191.0,Fish
Tuna With Cream Or White Sauce,100.0,g,14.7,3.9,2.8,104.0,Fish
Turkey All Classes Back Meat And Skin Cooked Roasted,100.0,g,26.6,14.4,0.2,244.0,Meats
Turkey All Classes Breast Meat And Skin Cooked Roasted,100.0,g,28.7,7.4,0.0,189.0,Meats
Turkey All Classes Breast Meat And Skin Raw,100.0,g,21.9,7.0,0.0,157.0,Meats
Turkey All Classes Leg Meat And Skin Cooked Roasted,100.0,g,27.9,9.8,0.0,208.0,Meats
Turkey All Classes Leg Meat And Skin Raw,100.0,g,19.5,6.7,0.0,144.0,Meats
Turkey All Classes Wing Meat And Skin Cooked Roasted,100.0,g,27.4,12.4,0.0,229.0,Meats
Turkey All Classes Wing Meat And Skin Raw,100.0,g,20.2,12.3,0.0,197.0,Meats
Turkey And Bacon Submarine Sandwich With Cheese Lettuce Tomato And Spread,100.0,g,12.2,11.4,17.5,222.0,Fast Foods
Turkey And Bacon Submarine Sandwich With Lettuce Tomato And Spread,100.0,g,10.4,9.5,19.4,206.0,Fast Foods
Turkey And Gravy Frozen,100.0,g,5.9,2.6,4.6,67.0,Meats
Turkey And Pork Sausage Fresh Bulk Patty Or Link Cooked,100.0,g,22.7,23.0,0.7,307.0,Meats
Turkey Back,100.0,g,25.6,11.3,0.0,203.0,Meats
Turkey Back From Whole Bird Meat And Skin With Added Solution Raw,100.0,g,16.9,15.4,0.1,206.0,Meats
Turkey Back From Whole Bird Meat And Skin With Added Solution Roasted,100.0,g,25.8,11.4,0.0,205.0,Meats
Turkey Back From Whole Bird Meat Only Raw,100.0,g,21.3,2.5,0.1,113.0,Meats
Turkey Back From Whole Bird Meat Only Roasted,100.0,g,27.7,6.0,0.0,173.0,Meats
Turkey Back From Whole Bird Meat Only With Added Solution Raw,100.0,g,19.3,4.1,0.1,115.0,Meats
Turkey Back From Whole Bird Meat Only With Added Solution Roasted,100.0,g,27.0,2.1,0.0,127.0,Meats
Turkey Bacon Microwaved,100.0,g,29.5,25.9,4.2,368.0,Meats
Turkey Baloney (Bologna),100.0,g,11.4,16.1,4.7,209.0,Meats
Turkey Breast From Whole Bird Meat Only Raw,100.0,g,23.7,1.5,0.1,114.0,Meats
Turkey Breast From Whole Bird Meat Only With Added Solution Raw,100.0,g,21.5,1.7,0.1,102.0,Meats
Turkey Breast From Whole Bird Meat Only With Added Solution Roasted,100.0,g,27.0,2.1,0.0,127.0,Meats
Turkey Breast Low Salt Prepackaged Or Deli Luncheon Meat,100.0,g,21.8,0.8,3.5,109.0,Meats
Turkey Breast Pre-Basted Meat And Skin Cooked Roasted,100.0,g,22.2,3.5,0.0,126.0,Meats
Turkey Breast Sliced Prepackaged,100.0,g,14.8,3.8,2.2,106.0,Meats
Turkey Breast Smoked Lemon Pepper Flavor 97% Fat-Free,100.0,g,20.9,0.7,1.3,95.0,Meats
Turkey Canned Meat Only With Broth,100.0,g,23.7,6.9,1.5,169.0,Meats
Turkey Dark Meat From Whole Meat And Skin Cooked Roasted,100.0,g,27.3,9.9,0.1,206.0,Meats
Turkey Dark Meat From Whole Meat And Skin With Added Solution Cooked Roasted,100.0,g,25.6,10.8,0.0,199.0,Meats
Turkey Dark Meat From Whole Meat And Skin With Added Solution Raw,100.0,g,17.8,10.8,0.1,169.0,Meats
Turkey Dark Meat From Whole Meat Only With Added Solution Raw,100.0,g,19.3,4.1,0.1,115.0,Meats
Turkey Dark Meat Meat And Skin Raw,100.0,g,19.8,9.0,0.1,166.0,Meats
Turkey Dark Meat Meat Only With Added Solution Cooked Roasted,100.0,g,26.1,6.0,0.0,158.0,Meats
Turkey Dark Meat Roasted Skin Eaten,100.0,g,26.5,10.2,0.1,202.0,Meats
Turkey Dark Meat Roasted Skin Not Eaten,100.0,g,26.9,6.0,0.0,167.0,Meats
Turkey Diced Light And Dark Meat Seasoned,100.0,g,18.7,6.0,1.0,138.0,Meats
Turkey Drumstick Cooked Skin Eaten,100.0,g,27.6,9.7,0.0,206.0,Meats
Turkey Drumstick Cooked Skin Not Eaten,100.0,g,28.5,3.4,0.0,144.0,Meats
Turkey Drumstick From Whole Bird Meat Only Raw,100.0,g,23.7,1.5,0.1,109.0,Meats
Turkey Drumstick From Whole Bird Meat Only With Added Solution Raw,100.0,g,19.3,4.1,0.1,115.0,Meats
Turkey Drumstick From Whole Bird Meat Only With Added Solution Roasted,100.0,g,26.1,6.0,0.0,158.0,Meats
Turkey Drumstick Roasted Skin Eaten,100.0,g,26.9,10.1,0.0,203.0,Meats
Turkey Drumstick Roasted Skin Not Eaten,100.0,g,28.5,3.4,0.0,144.0,Meats
Turkey Drumstick Smoked Cooked With Skin Bone Removed,100.0,g,27.9,9.8,0.0,200.0,Meats
Turkey Drumstick Smoked Skin Eaten,100.0,g,27.9,9.8,0.0,208.0,Meats
Turkey From Whole Dark Meat Meat Only Raw,100.0,g,21.3,2.5,0.1,108.0,Meats
Turkey From Whole Light Meat Meat And Skin Cooked Roasted,100.0,g,29.6,5.6,0.1,177.0,Meats
Turkey From Whole Light Meat Meat And Skin Raw,100.0,g,22.0,7.4,0.1,161.0,Meats
Turkey From Whole Light Meat Meat And Skin With Added Solution Cooked Roasted,100.0,g,26.5,5.6,0.0,157.0,Meats
Turkey From Whole Light Meat Meat And Skin With Added Solution Raw,100.0,g,20.0,7.4,0.1,147.0,Meats
Turkey From Whole Light Meat Meat Only With Added Solution Cooked Roasted,100.0,g,27.0,2.1,0.0,127.0,Meats
Turkey From Whole Light Meat Meat Only With Added Solution Raw,100.0,g,21.5,1.7,0.0,101.0,Meats
Turkey From Whole Light Meat Raw,100.0,g,23.7,1.5,0.1,114.0,Meats
Turkey From Whole Neck Meat Only Cooked Simmered,100.0,g,22.5,7.4,0.0,162.0,Meats
Turkey From Whole Neck Meat Only Raw,100.0,g,16.5,6.0,0.0,125.0,Meats
Turkey Fryer-Roasters Meat And Skin Cooked Roasted,100.0,g,28.3,5.7,0.0,172.0,Meats
Turkey Gizzard All Classes Cooked Simmered,100.0,g,26.4,4.6,0.0,155.0,Meats
Turkey Gizzard All Classes Raw,100.0,g,18.8,3.4,0.0,111.0,Meats
Turkey Ground,100.0,g,27.1,10.3,0.0,201.0,Meats
Turkey Ham And Roast Beef Club Sandwich With Lettuce Tomato And Spread,100.0,g,7.8,8.1,15.2,166.0,Fast Foods
Turkey Ham Prepackaged Or Deli Luncheon Meat,100.0,g,19.6,3.8,2.9,124.0,Meats
Turkey Ham Sliced Extra Lean Prepackaged Or Deli-Sliced,100.0,g,19.6,5.8,0.9,134.0,Meats
Turkey Heart All Classes Cooked Simmered,100.0,g,24.9,7.5,0.0,174.0,Meats
Turkey Heart All Classes Raw,100.0,g,16.7,7.4,0.4,140.0,Meats
Turkey Hotdog,100.0,g,12.2,17.3,3.8,223.0,Meats
Turkey Light And Dark Meat Roasted Skin Eaten,100.0,g,27.5,7.5,0.0,183.0,Meats
Turkey Light And Dark Meat Roasted Skin Not Eaten,100.0,g,28.0,3.8,0.0,151.0,Meats
Turkey Light Meat Breaded Baked Or Fried Skin Eaten,100.0,g,26.9,6.8,6.2,199.0,Meats
Turkey Light Meat Breaded Baked Or Fried Skin Not Eaten,100.0,g,27.3,3.7,6.1,172.0,Meats
Turkey Light Meat Roasted Skin Eaten,100.0,g,28.3,5.5,0.0,169.0,Meats
Turkey Light Meat Roasted Skin Not Eaten,100.0,g,28.8,2.1,0.0,139.0,Meats
Turkey Light Meat Skin Eaten,100.0,g,28.3,5.5,0.0,169.0,Meats
Turkey Light Meat Skin Not Eaten,100.0,g,28.8,2.1,0.0,139.0,Meats
Turkey Light Or Dark Meat Fried Coated Skin Eaten,100.0,g,26.2,8.5,1.4,192.0,Meats
Turkey Light Or Dark Meat Fried Coated Skin Not Eaten,100.0,g,27.2,5.0,1.4,165.0,Meats
Turkey Light Or Dark Meat Smoked Cooked Skin And Bone Removed,100.0,g,29.3,5.0,0.0,162.0,Meats
Turkey Light Or Dark Meat Smoked Cooked With Skin Bone Removed,100.0,g,28.1,9.7,0.0,208.0,Meats
Turkey Light Or Dark Meat Smoked Skin Not Eaten,100.0,g,29.3,5.0,0.0,170.0,Meats
Turkey Light Or Dark Meat Stewed Skin Eaten,100.0,g,30.2,8.5,0.1,203.0,Meats
Turkey Light Or Dark Meat Stewed Skin Not Eaten,100.0,g,30.9,2.9,0.1,154.0,Meats
Turkey Liver All Classes Cooked Simmered,100.0,g,27.0,8.2,0.0,189.0,Meats
Turkey Liver All Classes Raw,100.0,g,18.3,5.5,0.0,128.0,Meats
Turkey Mechanically Deboned From Turkey Frames Raw,100.0,g,13.3,16.0,0.0,201.0,Meats
Turkey Neck,100.0,g,22.3,7.3,0.0,161.0,Meats
Turkey Nfs,100.0,g,28.8,2.1,0.0,139.0,Meats
Turkey Nuggets,100.0,g,22.4,8.7,16.3,233.0,Meats
Turkey Or Chicken And Beef Sausage,100.0,g,17.6,19.1,5.6,268.0,Meats
Turkey Or Chicken Burger Plain On Bun From Fast Food / Restaurant,100.0,g,19.9,7.7,20.7,233.0,Fast Foods
Turkey Or Chicken Burger Plain On Wheat Bun,100.0,g,20.6,7.7,18.7,227.0,Fast Foods
Turkey Or Chicken Burger Plain On White Bun,100.0,g,19.9,7.7,20.7,233.0,Fast Foods
Turkey Or Chicken Burger With Condiments On Bun From Fast Food / Restaurant,100.0,g,14.5,7.2,16.8,190.0,Fast Foods
Turkey Or Chicken Burger With Condiments On Wheat Bun,100.0,g,15.0,7.2,15.3,185.0,Fast Foods
Turkey Or Chicken Burger With Condiments On White Bun,100.0,g,14.5,7.2,16.8,190.0,Fast Foods
Turkey Or Chicken Burger With Condiments On Whole Wheat Bun,100.0,g,15.0,7.2,15.3,185.0,Fast Foods
Turkey Pork And Beef Sausage Low Fat Smoked,100.0,g,8.0,2.5,11.5,101.0,Meats
Turkey Pot Pie Frozen Entree,100.0,g,6.5,8.8,17.7,176.0,Prepared Meals
Turkey Retail Parts Breast Meat And Skin Cooked Roasted,100.0,g,29.0,5.3,0.1,164.0,Meats
Turkey Retail Parts Breast Meat And Skin Raw,100.0,g,21.9,7.5,0.0,155.0,Meats
Turkey Retail Parts Breast Meat And Skin With Added Solution Raw,100.0,g,20.8,6.8,0.0,144.0,Meats
Turkey Retail Parts Breast Meat Only Cooked Roasted,100.0,g,29.5,2.0,0.0,136.0,Meats
Turkey Retail Parts Breast Meat Only Raw,100.0,g,23.3,2.3,0.0,114.0,Meats
Turkey Retail Parts Breast Meat Only With Added Solution Cooked Roasted,100.0,g,27.9,2.1,0.0,130.0,Meats
Turkey Retail Parts Breast Meat Only With Added Solution Raw,100.0,g,22.0,2.5,0.0,111.0,Meats
Turkey Retail Parts Drumstick Meat And Skin Cooked Roasted,100.0,g,28.2,9.4,0.0,197.0,Meats
Turkey Retail Parts Drumstick Meat And Skin Raw,100.0,g,20.0,6.8,0.0,141.0,Meats
Turkey Retail Parts Drumstick Meat Only Cooked Roasted,100.0,g,28.6,6.5,0.0,173.0,Meats
Turkey Retail Parts Drumstick Meat Only Raw,100.0,g,20.5,4.0,0.0,118.0,Meats
Turkey Retail Parts Thigh Meat And Skin Cooked Roasted,100.0,g,23.9,9.5,0.4,183.0,Meats
Turkey Retail Parts Thigh Meat And Skin Raw,100.0,g,19.5,9.2,0.0,161.0,Meats
Turkey Retail Parts Thigh Meat Only Cooked Roasted,100.0,g,25.1,6.2,0.5,159.0,Meats
Turkey Retail Parts Thigh Meat Only Raw,100.0,g,20.6,3.7,0.0,116.0,Meats
Turkey Retail Parts Wing Meat And Skin Cooked Roasted,100.0,g,28.7,13.3,0.1,235.0,Meats
Turkey Retail Parts Wing Meat And Skin Raw,100.0,g,19.5,13.8,0.1,202.0,Meats
Turkey Retail Parts Wing Meat Only Cooked Roasted,100.0,g,30.2,5.5,0.0,170.0,Meats
Turkey Retail Parts Wing Meat Only Raw,100.0,g,22.5,2.5,0.0,112.0,Meats
Turkey Rice And Vegetables Baby Food Ns As To Strained Or Junior,100.0,g,2.3,1.1,8.8,54.0,Baby Foods
Turkey Roast Boneless Frozen Seasoned Light And Dark Meat Raw,100.0,g,17.6,2.2,6.4,120.0,Meats
Turkey Salad Or Turkey Spread Sandwich,100.0,g,14.1,9.8,19.6,228.0,Fast Foods
Turkey Salami,100.0,g,19.2,9.2,1.6,172.0,Meats
Turkey Sandwich With Gravy,100.0,g,14.2,3.0,11.7,135.0,Fast Foods
Turkey Sandwich With Spread,100.0,g,20.1,6.9,18.7,223.0,Fast Foods
Turkey Sausage Fresh Cooked,100.0,g,23.9,10.4,0.0,196.0,Meats
Turkey Sausage Fresh Raw,100.0,g,18.8,8.1,0.5,155.0,Meats
Turkey Sausage Reduced Fat Brown And Serve Cooked (Include Butterball Breakfast Links Turkey Sausage),100.0,g,17.0,10.3,10.9,204.0,Meats
Turkey Skin From Retail Parts From Dark Meat Cooked Roasted,100.0,g,24.6,35.0,0.0,414.0,Meats
Turkey Skin From Retail Parts From Dark Meat Raw,100.0,g,14.3,35.8,0.0,380.0,Meats
Turkey Skin From Whole (Light And Dark) Raw,100.0,g,13.0,38.9,0.2,407.0,Meats
Turkey Skin From Whole (Light And Dark) Roasted,100.0,g,23.9,39.3,0.6,459.0,Meats
Turkey Skin From Whole (Light And Dark) With Added Solution Raw,100.0,g,12.3,36.8,0.2,381.0,Meats
Turkey Skin From Whole (Light And Dark) With Added Solution Roasted,100.0,g,22.1,40.3,0.0,451.0,Meats
Turkey Sticks Breaded Battered Fried,100.0,g,14.2,16.9,17.0,279.0,Meats
Turkey Stuffing Mashed Potatoes W/gravy Assorted Vegetables Frozen Microwaved,100.0,g,7.0,3.9,16.3,128.0,Prepared Meals
Turkey Tail,100.0,g,22.2,22.8,0.0,294.0,Meats
Turkey Tetrazzini Frozen Meal,100.0,g,8.0,6.2,12.6,139.0,Meats
Turkey Thigh Cooked Skin Eaten,100.0,g,24.4,9.3,0.3,182.0,Meats
Turkey Thigh Cooked Skin Not Eaten,100.0,g,26.9,6.0,0.0,161.0,Meats
Turkey Thigh From Whole Bird Meat Only Raw,100.0,g,21.3,2.5,0.1,108.0,Meats
Turkey Thigh From Whole Bird Meat Only With Added Solution Raw,100.0,g,19.3,4.1,0.1,115.0,Meats
Turkey Thigh From Whole Bird Meat Only With Added Solution Roasted,100.0,g,26.1,6.0,0.0,158.0,Meats
Turkey Thigh Pre-Basted Meat And Skin Cooked Roasted,100.0,g,18.8,8.5,0.0,157.0,Meats
Turkey White Rotisserie Deli Cut,100.0,g,13.5,3.0,7.7,112.0,Meats
Turkey Whole Giblets Cooked Simmered,100.0,g,26.4,6.6,0.0,173.0,Meats
Turkey Whole Giblets Raw,100.0,g,18.2,5.1,0.1,124.0,Meats
Turkey Whole Meat And Skin Raw,100.0,g,21.6,5.6,0.1,144.0,Meats
Turkey Whole Meat And Skin With Added Solution Raw,100.0,g,19.0,9.1,0.1,159.0,Meats
Turkey Whole Meat And Skin With Added Solution Roasted,100.0,g,26.1,8.0,0.0,176.0,Meats
Turkey Whole Meat Only Raw,100.0,g,22.6,1.9,0.1,115.0,Meats
Turkey Whole Meat Only With Added Solution Raw,100.0,g,20.9,2.4,0.1,106.0,Meats
Turkey Whole Meat Only With Added Solution Roasted,100.0,g,26.6,3.7,0.0,140.0,Meats
Turkey Wing Cooked Skin Eaten,100.0,g,26.9,10.0,0.0,202.0,Meats
Turkey Wing Cooked Skin Not Eaten,100.0,g,28.8,2.1,0.0,139.0,Meats
Turkey Wing From Whole Bird Meat Only Raw,100.0,g,23.7,1.5,0.1,115.0,Meats
Turkey Wing From Whole Bird Meat Only Roasted,100.0,g,30.1,2.1,0.0,147.0,Meats
Turkey Wing From Whole Bird Meat Only With Added Solution Raw,100.0,g,21.5,1.7,0.1,102.0,Meats
Turkey Wing From Whole Bird Meat Only With Added Solution Roasted,100.0,g,27.0,2.1,0.0,127.0,Meats
Turkey Wing Smoked Cooked With Skin Bone Removed,100.0,g,27.4,12.4,0.0,221.0,Meats
Turkey With Barbecue Sauce Skin Eaten,100.0,g,18.2,8.2,12.2,195.0,Meats
